Name,Account_Number__c,Usage_Date__c,Active_Users__c,Api_Calls__c,Failed_Api_Calls__c,Key_Feature_Events__c
RR-0040-2026-08-17,RR-0040,2026-08-17,67,2412,7,402
RR-0040-2026-08-18,RR-0040,2026-08-18,188,6580,20,1316
RR-0040-2026-08-19,RR-0040,2026-08-19,96,2592,2,384
RR-0040-2026-08-20,RR-0040,2026-08-20,45,3330,4,405
RR-0040-2026-08-21,RR-0040,2026-08-21,202,5454,12,606
RR-0040-2026-08-22,RR-0040,2026-08-22,122,8784,4,1220
RR-0040-2026-08-23,RR-0040,2026-08-23,231,17325,6,1848
RR-0040-2026-08-24,RR-0040,2026-08-24,251,14558,2,502
RR-0040-2026-08-25,RR-0040,2026-08-25,219,16863,18,876
RR-0040-2026-08-26,RR-0040,2026-08-26,198,9900,12,1980
RR-0040-2026-08-27,RR-0040,2026-08-27,165,4455,13,825
RR-0040-2026-08-28,RR-0040,2026-08-28,127,6731,5,1016
RR-0040-2026-08-29,RR-0040,2026-08-29,98,3822,0,392
RR-0040-2026-08-30,RR-0040,2026-08-30,199,4975,9,1393
RR-0040-2026-08-31,RR-0040,2026-08-31,129,9675,17,258
RR-0040-2026-09-01,RR-0040,2026-09-01,219,12921,11,438
RR-0040-2026-09-02,RR-0040,2026-09-02,177,4602,18,1416
RR-0040-2026-09-03,RR-0040,2026-09-03,61,4880,6,122
RR-0041-2026-08-05,RR-0041,2026-08-05,192,10368,11,576
RR-0041-2026-08-06,RR-0041,2026-08-06,94,4982,9,282
RR-0041-2026-08-07,RR-0041,2026-08-07,56,2240,4,392
RR-0041-2026-08-08,RR-0041,2026-08-08,172,10492,2,1376
RR-0041-2026-08-09,RR-0041,2026-08-09,155,4650,19,930
RR-0041-2026-08-10,RR-0041,2026-08-10,104,4368,13,520
RR-0041-2026-08-11,RR-0041,2026-08-11,193,10036,0,1930
RR-0041-2026-08-12,RR-0041,2026-08-12,173,10899,9,1384
RR-0041-2026-08-13,RR-0041,2026-08-13,158,6794,15,948
RR-0041-2026-08-14,RR-0041,2026-08-14,213,16827,30,1491
RR-0041-2026-08-15,RR-0041,2026-08-15,113,3729,8,1017
RR-0041-2026-08-16,RR-0041,2026-08-16,144,11520,11,1296
RR-0041-2026-08-17,RR-0041,2026-08-17,162,8586,2,324
RR-0041-2026-08-18,RR-0041,2026-08-18,107,7811,4,214
RR-0041-2026-08-19,RR-0041,2026-08-19,112,7616,6,560
RR-0041-2026-08-20,RR-0041,2026-08-20,58,3422,8,174
RR-0041-2026-08-21,RR-0041,2026-08-21,121,7018,4,847
RR-0041-2026-08-22,RR-0041,2026-08-22,230,13570,23,690
RR-0041-2026-08-23,RR-0041,2026-08-23,21,1176,1,147
RR-0041-2026-08-24,RR-0041,2026-08-24,62,2356,5,558
RR-0041-2026-08-25,RR-0041,2026-08-25,144,4176,12,720
RR-0041-2026-08-26,RR-0041,2026-08-26,49,3136,0,294
RR-0041-2026-08-27,RR-0041,2026-08-27,11,748,2,77
RR-0041-2026-08-28,RR-0041,2026-08-28,132,8712,0,528
RR-0041-2026-08-29,RR-0041,2026-08-29,119,4760,6,1071
RR-0041-2026-08-30,RR-0041,2026-08-30,117,6201,11,234
RR-0041-2026-08-31,RR-0041,2026-08-31,85,3995,2,255
RR-0041-2026-09-01,RR-0041,2026-09-01,5,160,3,30
RR-0041-2026-09-02,RR-0041,2026-09-02,171,9405,14,1197
RR-0041-2026-09-03,RR-0041,2026-09-03,120,9000,9,1200
RR-0042-2026-08-05,RR-0042,2026-08-05,110,2750,2,990
RR-0042-2026-08-06,RR-0042,2026-08-06,230,13570,13,920
RR-0042-2026-08-07,RR-0042,2026-08-07,174,10092,15,1218
RR-0042-2026-08-08,RR-0042,2026-08-08,69,5520,3,552
RR-0042-2026-08-09,RR-0042,2026-08-09,231,9471,29,2310
RR-0042-2026-08-10,RR-0042,2026-08-10,121,4598,3,968
RR-0042-2026-08-11,RR-0042,2026-08-11,86,6020,9,172
RR-0042-2026-08-12,RR-0042,2026-08-12,35,1260,0,105
RR-0042-2026-08-13,RR-0042,2026-08-13,102,5202,3,714
RR-0042-2026-08-14,RR-0042,2026-08-14,78,5538,7,624
RR-0042-2026-08-15,RR-0042,2026-08-15,73,3139,4,730
RR-0042-2026-08-16,RR-0042,2026-08-16,10,270,3,50
RR-0042-2026-08-17,RR-0042,2026-08-17,172,9632,13,860
RR-0042-2026-08-18,RR-0042,2026-08-18,78,3120,2,312
RR-0042-2026-08-19,RR-0042,2026-08-19,74,2960,1,296
RR-0042-2026-08-20,RR-0042,2026-08-20,109,8720,1,436
RR-0042-2026-08-21,RR-0042,2026-08-21,104,5408,6,624
RR-0042-2026-08-22,RR-0042,2026-08-22,168,5880,0,1680
RR-0042-2026-08-23,RR-0042,2026-08-23,54,2970,5,378
RR-0042-2026-08-24,RR-0042,2026-08-24,25,1175,1,250
RR-0042-2026-08-25,RR-0042,2026-08-25,123,9102,1,615
RR-0042-2026-08-26,RR-0042,2026-08-26,167,5678,19,1336
RR-0042-2026-08-27,RR-0042,2026-08-27,30,780,4,300
RR-0042-2026-08-28,RR-0042,2026-08-28,165,4125,8,825
RR-0042-2026-08-29,RR-0042,2026-08-29,31,2015,3,186
RR-0042-2026-08-30,RR-0042,2026-08-30,149,5662,14,1490
RR-0042-2026-08-31,RR-0042,2026-08-31,10,350,0,100
RR-0042-2026-09-01,RR-0042,2026-09-01,33,2310,1,264
RR-0042-2026-09-02,RR-0042,2026-09-02,128,9728,1,1152
RR-0042-2026-09-03,RR-0042,2026-09-03,5,325,2,35
RR-0043-2026-08-05,RR-0043,2026-08-05,191,14325,17,1337
RR-0043-2026-08-06,RR-0043,2026-08-06,184,9200,0,1104
RR-0043-2026-08-07,RR-0043,2026-08-07,157,8007,9,1256
RR-0043-2026-08-08,RR-0043,2026-08-08,67,3551,1,670
RR-0043-2026-08-09,RR-0043,2026-08-09,142,4686,20,568
RR-0043-2026-08-10,RR-0043,2026-08-10,70,5460,2,560
RR-0043-2026-08-11,RR-0043,2026-08-11,192,6336,22,576
RR-0043-2026-08-12,RR-0043,2026-08-12,119,7497,6,1190
RR-0043-2026-08-13,RR-0043,2026-08-13,127,5334,2,889
RR-0043-2026-08-14,RR-0043,2026-08-14,147,11172,20,1470
RR-0043-2026-08-15,RR-0043,2026-08-15,77,3850,6,539
RR-0043-2026-08-16,RR-0043,2026-08-16,236,18408,26,2360
RR-0043-2026-08-17,RR-0043,2026-08-17,178,11214,6,1246
RR-0043-2026-08-18,RR-0043,2026-08-18,123,8364,13,492
RR-0043-2026-08-19,RR-0043,2026-08-19,87,4872,10,174
RR-0043-2026-08-20,RR-0043,2026-08-20,149,5662,5,1341
RR-0043-2026-08-21,RR-0043,2026-08-21,66,2046,9,264
RR-0043-2026-08-22,RR-0043,2026-08-22,151,3775,0,1510
RR-0043-2026-08-23,RR-0043,2026-08-23,80,2720,1,640
RR-0043-2026-08-24,RR-0043,2026-08-24,259,9583,11,1813
RR-0043-2026-08-25,RR-0043,2026-08-25,75,2775,4,375
RR-0043-2026-08-26,RR-0043,2026-08-26,87,6960,3,522
RR-0043-2026-08-27,RR-0043,2026-08-27,195,11700,6,585
RR-0043-2026-08-28,RR-0043,2026-08-28,253,10373,15,2530
RR-0043-2026-08-29,RR-0043,2026-08-29,189,9261,12,378
RR-0043-2026-08-30,RR-0043,2026-08-30,64,5056,3,256
RR-0043-2026-08-31,RR-0043,2026-08-31,196,7840,7,1960
RR-0043-2026-09-01,RR-0043,2026-09-01,93,3534,1,837
RR-0043-2026-09-02,RR-0043,2026-09-02,51,2550,6,306
RR-0043-2026-09-03,RR-0043,2026-09-03,101,7878,14,707
RR-0044-2026-08-05,RR-0044,2026-08-05,64,4480,8,448
RR-0044-2026-08-06,RR-0044,2026-08-06,186,13950,12,1302
RR-0044-2026-08-07,RR-0044,2026-08-07,100,5400,8,500
RR-0044-2026-08-08,RR-0044,2026-08-08,103,4635,6,515
RR-0044-2026-08-09,RR-0044,2026-08-09,253,14421,12,506
RR-0044-2026-08-10,RR-0044,2026-08-10,133,7182,9,399
RR-0044-2026-08-11,RR-0044,2026-08-11,237,13272,5,474
RR-0044-2026-08-12,RR-0044,2026-08-12,157,8478,9,471
RR-0044-2026-08-13,RR-0044,2026-08-13,96,6432,13,864
RR-0044-2026-08-14,RR-0044,2026-08-14,131,9039,3,1179
RR-0044-2026-08-15,RR-0044,2026-08-15,141,10152,11,564
RR-0044-2026-08-16,RR-0044,2026-08-16,62,3348,4,186
RR-0044-2026-08-17,RR-0044,2026-08-17,159,8427,18,1590
RR-0044-2026-08-18,RR-0044,2026-08-18,205,11275,27,2050
RR-0044-2026-08-19,RR-0044,2026-08-19,184,13984,23,368
RR-0044-2026-08-20,RR-0044,2026-08-20,100,5300,12,700
RR-0044-2026-08-21,RR-0044,2026-08-21,48,2256,4,384
RR-0044-2026-08-22,RR-0044,2026-08-22,121,4356,2,484
RR-0044-2026-08-23,RR-0044,2026-08-23,99,7227,4,990
RR-0044-2026-08-24,RR-0044,2026-08-24,208,7280,24,1040
RR-0044-2026-08-25,RR-0044,2026-08-25,92,6808,6,184
RR-0044-2026-08-26,RR-0044,2026-08-26,78,2028,3,312
RR-0044-2026-08-27,RR-0044,2026-08-27,229,7099,15,1145
RR-0044-2026-08-28,RR-0044,2026-08-28,71,3124,6,284
RR-0044-2026-08-29,RR-0044,2026-08-29,58,1914,2,174
RR-0044-2026-08-30,RR-0044,2026-08-30,195,11115,19,975
RR-0044-2026-08-31,RR-0044,2026-08-31,75,4725,9,300
RR-0044-2026-09-01,RR-0044,2026-09-01,112,8400,14,560
RR-0044-2026-09-02,RR-0044,2026-09-02,74,3848,8,518
RR-0044-2026-09-03,RR-0044,2026-09-03,63,2835,0,504
RR-0045-2026-08-05,RR-0045,2026-08-05,63,5040,3,189
RR-0045-2026-08-06,RR-0045,2026-08-06,105,6405,11,210
RR-0045-2026-08-07,RR-0045,2026-08-07,195,10140,5,585
RR-0045-2026-08-08,RR-0045,2026-08-08,234,9594,30,468
RR-0045-2026-08-09,RR-0045,2026-08-09,201,10050,4,1005
RR-0045-2026-08-10,RR-0045,2026-08-10,74,2738,1,444
RR-0045-2026-08-11,RR-0045,2026-08-11,205,14350,6,1230
RR-0045-2026-08-12,RR-0045,2026-08-12,155,8835,9,1085
RR-0045-2026-08-13,RR-0045,2026-08-13,213,14484,29,1704
RR-0045-2026-08-14,RR-0045,2026-08-14,148,8880,5,592
RR-0045-2026-08-15,RR-0045,2026-08-15,31,837,3,186
RR-0045-2026-08-16,RR-0045,2026-08-16,114,8778,10,456
RR-0045-2026-08-17,RR-0045,2026-08-17,51,3876,4,204
RR-0045-2026-08-18,RR-0045,2026-08-18,109,3706,13,545
RR-0045-2026-08-19,RR-0045,2026-08-19,79,5846,9,474
RR-0045-2026-08-20,RR-0045,2026-08-20,129,9546,8,645
RR-0045-2026-08-21,RR-0045,2026-08-21,112,3920,11,224
RR-0045-2026-08-22,RR-0045,2026-08-22,134,4958,10,1072
RR-0045-2026-08-23,RR-0045,2026-08-23,187,8228,0,1122
RR-0045-2026-08-24,RR-0045,2026-08-24,192,15360,4,1344
RR-0045-2026-08-25,RR-0045,2026-08-25,112,8848,6,560
RR-0045-2026-08-26,RR-0045,2026-08-26,54,1836,5,270
RR-0045-2026-08-27,RR-0045,2026-08-27,170,6120,13,1530
RR-0045-2026-08-28,RR-0045,2026-08-28,5,370,1,25
RR-0045-2026-08-29,RR-0045,2026-08-29,93,3813,8,930
RR-0045-2026-08-30,RR-0045,2026-08-30,142,6816,13,426
RR-0045-2026-08-31,RR-0045,2026-08-31,84,4872,8,168
RR-0045-2026-09-01,RR-0045,2026-09-01,101,3535,12,404
RR-0045-2026-09-02,RR-0045,2026-09-02,145,10875,1,1015
RR-0045-2026-09-03,RR-0045,2026-09-03,184,4600,7,552
RR-0046-2026-08-05,RR-0046,2026-08-05,140,7280,17,840
RR-0046-2026-08-06,RR-0046,2026-08-06,141,10152,15,1128
RR-0046-2026-08-07,RR-0046,2026-08-07,230,11500,5,1610
RR-0046-2026-08-08,RR-0046,2026-08-08,236,11328,15,2360
RR-0046-2026-08-09,RR-0046,2026-08-09,170,4420,7,510
RR-0046-2026-08-10,RR-0046,2026-08-10,176,12496,16,352
RR-0046-2026-08-11,RR-0046,2026-08-11,256,9984,31,2304
RR-0046-2026-08-12,RR-0046,2026-08-12,117,2925,5,936
RR-0046-2026-08-13,RR-0046,2026-08-13,180,12960,15,1620
RR-0046-2026-08-14,RR-0046,2026-08-14,80,4240,9,720
RR-0046-2026-08-15,RR-0046,2026-08-15,113,8249,6,452
RR-0046-2026-08-16,RR-0046,2026-08-16,87,3828,2,435
RR-0046-2026-08-17,RR-0046,2026-08-17,256,20224,18,512
RR-0046-2026-08-18,RR-0046,2026-08-18,243,19197,25,2430
RR-0046-2026-08-19,RR-0046,2026-08-19,256,13568,17,2304
RR-0046-2026-08-20,RR-0046,2026-08-20,216,12096,1,1944
RR-0046-2026-08-21,RR-0046,2026-08-21,155,5890,12,930
RR-0046-2026-08-22,RR-0046,2026-08-22,254,17780,3,1778
RR-0046-2026-08-23,RR-0046,2026-08-23,167,4509,17,1336
RR-0046-2026-08-24,RR-0046,2026-08-24,110,7370,9,550
RR-0046-2026-08-25,RR-0046,2026-08-25,50,3100,6,500
RR-0046-2026-08-26,RR-0046,2026-08-26,61,4880,8,183
RR-0046-2026-08-27,RR-0046,2026-08-27,77,2618,7,385
RR-0046-2026-08-28,RR-0046,2026-08-28,131,8777,2,917
RR-0046-2026-08-29,RR-0046,2026-08-29,246,9102,22,492
RR-0046-2026-08-30,RR-0046,2026-08-30,190,8740,12,1140
RR-0046-2026-08-31,RR-0046,2026-08-31,52,2912,7,468
RR-0046-2026-09-01,RR-0046,2026-09-01,121,3267,17,968
RR-0046-2026-09-02,RR-0046,2026-09-02,84,5964,11,504
RR-0046-2026-09-03,RR-0046,2026-09-03,186,13950,21,1488
RR-0047-2026-08-05,RR-0047,2026-08-05,103,4326,1,206
RR-0047-2026-08-06,RR-0047,2026-08-06,55,4345,0,440
RR-0047-2026-08-07,RR-0047,2026-08-07,228,15732,7,1368
RR-0047-2026-08-08,RR-0047,2026-08-08,143,5720,15,858
RR-0047-2026-08-09,RR-0047,2026-08-09,116,5916,6,1160
RR-0047-2026-08-10,RR-0047,2026-08-10,158,12008,17,474
RR-0047-2026-08-11,RR-0047,2026-08-11,44,1584,6,352
RR-0047-2026-08-12,RR-0047,2026-08-12,210,15120,6,2100
RR-0047-2026-08-13,RR-0047,2026-08-13,164,11480,21,492
RR-0047-2026-08-14,RR-0047,2026-08-14,211,7596,17,1899
RR-0047-2026-08-15,RR-0047,2026-08-15,202,11312,18,808
RR-0047-2026-08-16,RR-0047,2026-08-16,173,11072,8,1730
RR-0047-2026-08-17,RR-0047,2026-08-17,141,8601,14,1410
RR-0047-2026-08-18,RR-0047,2026-08-18,194,8342,14,388
RR-0047-2026-08-19,RR-0047,2026-08-19,197,9259,1,1773
RR-0047-2026-08-20,RR-0047,2026-08-20,106,6572,8,954
RR-0047-2026-08-21,RR-0047,2026-08-21,47,3243,3,470
RR-0047-2026-08-22,RR-0047,2026-08-22,31,1891,4,217
RR-0047-2026-08-23,RR-0047,2026-08-23,55,4400,2,110
RR-0047-2026-08-24,RR-0047,2026-08-24,51,1479,1,459
RR-0047-2026-08-25,RR-0047,2026-08-25,107,6206,8,856
RR-0047-2026-08-26,RR-0047,2026-08-26,94,2726,11,846
RR-0047-2026-08-27,RR-0047,2026-08-27,39,1989,4,351
RR-0047-2026-08-28,RR-0047,2026-08-28,66,3828,5,396
RR-0047-2026-08-29,RR-0047,2026-08-29,33,990,1,99
RR-0047-2026-08-30,RR-0047,2026-08-30,77,2849,3,231
RR-0047-2026-08-31,RR-0047,2026-08-31,148,11396,7,1480
RR-0047-2026-09-01,RR-0047,2026-09-01,5,390,3,40
RR-0047-2026-09-02,RR-0047,2026-09-02,156,10608,16,1404
RR-0047-2026-09-03,RR-0047,2026-09-03,25,725,1,200
RR-0048-2026-08-05,RR-0048,2026-08-05,146,6132,5,1022
RR-0048-2026-08-06,RR-0048,2026-08-06,237,16827,14,1896
RR-0048-2026-08-07,RR-0048,2026-08-07,56,2408,0,560
RR-0048-2026-08-08,RR-0048,2026-08-08,129,9288,17,1290
RR-0048-2026-08-09,RR-0048,2026-08-09,182,11102,19,1638
RR-0048-2026-08-10,RR-0048,2026-08-10,170,10370,22,680
RR-0048-2026-08-11,RR-0048,2026-08-11,40,1160,0,80
RR-0048-2026-08-12,RR-0048,2026-08-12,108,3780,15,648
RR-0048-2026-08-13,RR-0048,2026-08-13,114,6726,10,342
RR-0048-2026-08-14,RR-0048,2026-08-14,82,6396,6,738
RR-0048-2026-08-15,RR-0048,2026-08-15,195,15210,11,390
RR-0048-2026-08-16,RR-0048,2026-08-16,23,1334,3,184
RR-0048-2026-08-17,RR-0048,2026-08-17,31,2449,4,310
RR-0048-2026-08-18,RR-0048,2026-08-18,180,9900,5,720
RR-0048-2026-08-19,RR-0048,2026-08-19,209,5434,10,2090
RR-0048-2026-08-20,RR-0048,2026-08-20,136,8432,8,544
RR-0048-2026-08-21,RR-0048,2026-08-21,84,6384,6,756
RR-0048-2026-08-22,RR-0048,2026-08-22,154,9394,14,1232
RR-0048-2026-08-23,RR-0048,2026-08-23,166,6640,7,498
RR-0048-2026-08-24,RR-0048,2026-08-24,198,7524,0,792
RR-0048-2026-08-25,RR-0048,2026-08-25,80,6320,1,800
RR-0048-2026-08-26,RR-0048,2026-08-26,105,3885,12,1050
RR-0048-2026-08-27,RR-0048,2026-08-27,228,6840,1,1596
RR-0048-2026-08-28,RR-0048,2026-08-28,138,9246,6,276
RR-0048-2026-08-29,RR-0048,2026-08-29,5,205,0,50
RR-0048-2026-08-30,RR-0048,2026-08-30,95,4750,4,665
RR-0048-2026-08-31,RR-0048,2026-08-31,189,13419,13,1323
RR-0048-2026-09-01,RR-0048,2026-09-01,5,175,0,30
RR-0048-2026-09-02,RR-0048,2026-09-02,65,4550,7,650
RR-0048-2026-09-03,RR-0048,2026-09-03,120,4320,9,1080
RR-0049-2026-08-05,RR-0049,2026-08-05,147,9114,14,1470
RR-0049-2026-08-06,RR-0049,2026-08-06,80,4320,11,800
RR-0049-2026-08-07,RR-0049,2026-08-07,245,12250,5,735
RR-0049-2026-08-08,RR-0049,2026-08-08,198,14454,20,396
RR-0049-2026-08-09,RR-0049,2026-08-09,206,7828,11,1648
RR-0049-2026-08-10,RR-0049,2026-08-10,81,4293,6,405
RR-0049-2026-08-11,RR-0049,2026-08-11,231,12705,32,693
RR-0049-2026-08-12,RR-0049,2026-08-12,219,10950,3,438
RR-0049-2026-08-13,RR-0049,2026-08-13,207,7038,20,828
RR-0049-2026-08-14,RR-0049,2026-08-14,221,9724,22,2210
RR-0049-2026-08-15,RR-0049,2026-08-15,69,3036,0,207
RR-0049-2026-08-16,RR-0049,2026-08-16,129,7353,10,387
RR-0049-2026-08-17,RR-0049,2026-08-17,136,10880,12,816
RR-0049-2026-08-18,RR-0049,2026-08-18,246,8118,3,2214
RR-0049-2026-08-19,RR-0049,2026-08-19,119,8806,17,595
RR-0049-2026-08-20,RR-0049,2026-08-20,108,2916,11,864
RR-0049-2026-08-21,RR-0049,2026-08-21,106,5088,15,954
RR-0049-2026-08-22,RR-0049,2026-08-22,244,15372,31,1220
RR-0049-2026-08-23,RR-0049,2026-08-23,122,8906,10,366
RR-0049-2026-08-24,RR-0049,2026-08-24,237,18723,13,1422
RR-0049-2026-08-25,RR-0049,2026-08-25,88,4664,9,264
RR-0049-2026-08-26,RR-0049,2026-08-26,246,17712,35,984
RR-0049-2026-08-27,RR-0049,2026-08-27,101,2727,5,505
RR-0049-2026-08-28,RR-0049,2026-08-28,50,1250,4,350
RR-0049-2026-08-29,RR-0049,2026-08-29,176,11264,16,352
RR-0049-2026-08-30,RR-0049,2026-08-30,201,9246,25,1809
RR-0049-2026-08-31,RR-0049,2026-08-31,114,2964,6,798
RR-0049-2026-09-01,RR-0049,2026-09-01,253,8349,20,1012
RR-0049-2026-09-02,RR-0049,2026-09-02,158,6636,5,948
RR-0049-2026-09-03,RR-0049,2026-09-03,71,2414,6,142
RR-0050-2026-08-05,RR-0050,2026-08-05,154,9240,3,770
RR-0050-2026-08-06,RR-0050,2026-08-06,83,5312,1,830
RR-0050-2026-08-07,RR-0050,2026-08-07,88,2728,7,352
RR-0050-2026-08-08,RR-0050,2026-08-08,128,4608,8,384
RR-0050-2026-08-09,RR-0050,2026-08-09,257,18504,15,1285
RR-0050-2026-08-10,RR-0050,2026-08-10,197,11820,27,788
RR-0050-2026-08-11,RR-0050,2026-08-11,179,6444,4,1790
RR-0050-2026-08-12,RR-0050,2026-08-12,128,3456,7,768
RR-0050-2026-08-13,RR-0050,2026-08-13,110,7370,13,440
RR-0050-2026-08-14,RR-0050,2026-08-14,127,7620,11,635
RR-0050-2026-08-15,RR-0050,2026-08-15,217,13454,21,868
RR-0050-2026-08-16,RR-0050,2026-08-16,260,19240,33,1560
RR-0050-2026-08-17,RR-0050,2026-08-17,73,3431,0,584
RR-0050-2026-08-18,RR-0050,2026-08-18,82,3772,11,574
RR-0050-2026-08-19,RR-0050,2026-08-19,235,9165,2,1410
RR-0050-2026-08-20,RR-0050,2026-08-20,120,8160,4,840
RR-0050-2026-08-21,RR-0050,2026-08-21,166,8632,0,830
RR-0050-2026-08-22,RR-0050,2026-08-22,216,12960,19,1296
RR-0050-2026-08-23,RR-0050,2026-08-23,76,2660,6,152
RR-0050-2026-08-24,RR-0050,2026-08-24,63,1575,6,567
RR-0050-2026-08-25,RR-0050,2026-08-25,91,4459,9,273
RR-0050-2026-08-26,RR-0050,2026-08-26,162,11826,7,1458
RR-0050-2026-08-27,RR-0050,2026-08-27,187,9537,5,561
RR-0050-2026-08-28,RR-0050,2026-08-28,231,16401,10,1155
RR-0050-2026-08-29,RR-0050,2026-08-29,205,12300,24,2050
RR-0050-2026-08-30,RR-0050,2026-08-30,47,3337,2,376
RR-0050-2026-08-31,RR-0050,2026-08-31,85,6035,7,595
RR-0050-2026-09-01,RR-0050,2026-09-01,170,5610,6,510
RR-0050-2026-09-02,RR-0050,2026-09-02,117,5733,3,819
RR-0050-2026-09-03,RR-0050,2026-09-03,111,6993,7,555
RR-0051-2026-08-05,RR-0051,2026-08-05,207,15525,8,1449
RR-0051-2026-08-06,RR-0051,2026-08-06,50,3600,2,200
RR-0051-2026-08-07,RR-0051,2026-08-07,207,9315,19,2070
RR-0051-2026-08-08,RR-0051,2026-08-08,189,8883,11,1701
RR-0051-2026-08-09,RR-0051,2026-08-09,53,4028,2,530
RR-0051-2026-08-10,RR-0051,2026-08-10,31,2449,2,93
RR-0051-2026-08-11,RR-0051,2026-08-11,227,13166,30,1135
RR-0051-2026-08-12,RR-0051,2026-08-12,42,2982,3,378
RR-0051-2026-08-13,RR-0051,2026-08-13,158,8374,12,1106
RR-0051-2026-08-14,RR-0051,2026-08-14,195,13065,7,975
RR-0051-2026-08-15,RR-0051,2026-08-15,203,14819,6,406
RR-0051-2026-08-16,RR-0051,2026-08-16,163,8965,15,326
RR-0051-2026-08-17,RR-0051,2026-08-17,173,5709,6,1384
RR-0051-2026-08-18,RR-0051,2026-08-18,73,5329,1,146
RR-0051-2026-08-19,RR-0051,2026-08-19,227,14528,6,908
RR-0051-2026-08-20,RR-0051,2026-08-20,5,215,3,20
RR-0051-2026-08-21,RR-0051,2026-08-21,79,3555,10,158
RR-0051-2026-08-22,RR-0051,2026-08-22,136,8568,4,680
RR-0051-2026-08-23,RR-0051,2026-08-23,195,11700,13,390
RR-0051-2026-08-24,RR-0051,2026-08-24,45,1710,0,315
RR-0051-2026-08-25,RR-0051,2026-08-25,44,3344,1,440
RR-0051-2026-08-26,RR-0051,2026-08-26,86,5418,2,344
RR-0051-2026-08-27,RR-0051,2026-08-27,36,1296,0,288
RR-0051-2026-08-28,RR-0051,2026-08-28,84,5376,2,672
RR-0051-2026-08-29,RR-0051,2026-08-29,143,7722,9,1144
RR-0051-2026-08-30,RR-0051,2026-08-30,172,7396,19,688
RR-0051-2026-08-31,RR-0051,2026-08-31,161,10304,9,644
RR-0051-2026-09-01,RR-0051,2026-09-01,170,5270,16,1020
RR-0051-2026-09-02,RR-0051,2026-09-02,34,1122,3,68
RR-0051-2026-09-03,RR-0051,2026-09-03,5,150,2,50
RR-0052-2026-08-05,RR-0052,2026-08-05,258,15222,21,1806
RR-0052-2026-08-06,RR-0052,2026-08-06,117,4446,5,1170
RR-0052-2026-08-07,RR-0052,2026-08-07,205,7995,26,1025
RR-0052-2026-08-08,RR-0052,2026-08-08,245,15925,34,1225
RR-0052-2026-08-09,RR-0052,2026-08-09,108,7344,12,648
RR-0052-2026-08-10,RR-0052,2026-08-10,57,1938,6,513
RR-0052-2026-08-11,RR-0052,2026-08-11,101,5858,0,707
RR-0052-2026-08-12,RR-0052,2026-08-12,69,2898,6,690
RR-0052-2026-08-13,RR-0052,2026-08-13,164,10988,1,656
RR-0052-2026-08-14,RR-0052,2026-08-14,219,6789,18,2190
RR-0052-2026-08-15,RR-0052,2026-08-15,113,7910,12,1017
RR-0052-2026-08-16,RR-0052,2026-08-16,123,5166,13,492
RR-0052-2026-08-17,RR-0052,2026-08-17,162,10044,4,1296
RR-0052-2026-08-18,RR-0052,2026-08-18,142,9088,20,1278
RR-0052-2026-08-19,RR-0052,2026-08-19,214,5350,4,2140
RR-0052-2026-08-20,RR-0052,2026-08-20,76,3040,4,760
RR-0052-2026-08-21,RR-0052,2026-08-21,98,5880,11,882
RR-0052-2026-08-22,RR-0052,2026-08-22,151,11627,8,1057
RR-0052-2026-08-23,RR-0052,2026-08-23,213,11715,9,1704
RR-0052-2026-08-24,RR-0052,2026-08-24,177,10089,9,1239
RR-0052-2026-08-25,RR-0052,2026-08-25,160,9120,10,1440
RR-0052-2026-08-26,RR-0052,2026-08-26,64,4608,0,576
RR-0052-2026-08-27,RR-0052,2026-08-27,127,9017,10,889
RR-0052-2026-08-28,RR-0052,2026-08-28,116,5336,12,348
RR-0052-2026-08-29,RR-0052,2026-08-29,249,19173,28,1743
RR-0052-2026-08-30,RR-0052,2026-08-30,137,10275,18,1370
RR-0052-2026-08-31,RR-0052,2026-08-31,180,9720,18,1440
RR-0052-2026-09-01,RR-0052,2026-09-01,71,4686,4,568
RR-0052-2026-09-02,RR-0052,2026-09-02,91,5915,10,910
RR-0052-2026-09-03,RR-0052,2026-09-03,86,5418,9,516
RR-0053-2026-08-05,RR-0053,2026-08-05,156,9048,5,468
RR-0053-2026-08-06,RR-0053,2026-08-06,87,2436,12,261
RR-0053-2026-08-07,RR-0053,2026-08-07,160,9280,4,800
RR-0053-2026-08-08,RR-0053,2026-08-08,252,18900,7,1008
RR-0053-2026-08-09,RR-0053,2026-08-09,207,15732,1,1035
RR-0053-2026-08-10,RR-0053,2026-08-10,217,15624,24,1519
RR-0053-2026-08-11,RR-0053,2026-08-11,73,2263,7,657
RR-0053-2026-08-12,RR-0053,2026-08-12,64,2880,7,640
RR-0053-2026-08-13,RR-0053,2026-08-13,116,5104,8,348
RR-0053-2026-08-14,RR-0053,2026-08-14,226,6328,25,2034
RR-0053-2026-08-15,RR-0053,2026-08-15,161,7406,7,1610
RR-0053-2026-08-16,RR-0053,2026-08-16,235,16215,17,470
RR-0053-2026-08-17,RR-0053,2026-08-17,226,11300,18,2260
RR-0053-2026-08-18,RR-0053,2026-08-18,98,7448,7,392
RR-0053-2026-08-19,RR-0053,2026-08-19,152,4256,7,1064
RR-0053-2026-08-20,RR-0053,2026-08-20,160,10240,16,960
RR-0053-2026-08-21,RR-0053,2026-08-21,65,2275,9,325
